Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2010,"Russian Federation",Ireland,RUS,IRL,G,A,SP,P,12
2010,"Russian Federation",Italy,RUS,ITA,G,N,FI,P,21
2010,"Russian Federation",Liechtenstein,RUS,LIE,G,N,FA,P,32
2010,"Russian Federation",Lithuania,RUS,LTU,G,N,FI,P,41
2010,"Russian Federation",Luxembourg,RUS,LUX,G,N,FI,P,16
2010,"Russian Federation",Latvia,RUS,LVA,G,N,FI,P,7
2010,"Russian Federation","Rep. of Moldova",RUS,MDA,G,NR,FA,P,14
2010,"Russian Federation",Montenegro,RUS,MNE,G,NA,FA,P,5
2010,"Russian Federation","Netherlands (Kingdom of the)",RUS,NLD,G,N,FI,P,207
2010,"Russian Federation","Netherlands (Kingdom of the)",RUS,NLD,G,R,RA,P,31
2010,"Russian Federation",Norway,RUS,NOR,G,N,AR,P,1035
2010,"Russian Federation",Norway,RUS,NOR,G,N,FI,P,628
2010,"Russian Federation",Poland,RUS,POL,G,N,FI,P,4795
2010,"Russian Federation",Portugal,RUS,PRT,G,N,FI,P,5
2010,"Russian Federation",Romania,RUS,ROU,G,NR,FA,P,11
2010,"Russian Federation",Spain,RUS,ESP,G,N,FI,P,44
2010,"Russian Federation",Slovakia,RUS,SVK,G,N,FI,P,66
2010,"Russian Federation",Slovenia,RUS,SVN,G,N,FI,P,8
2010,"Russian Federation",Sweden,RUS,SWE,G,N,FI,P,988
2010,"Russian Federation",Sweden,RUS,SWE,G,N,JR,P,558
2010,"Russian Federation",Switzerland,RUS,CHE,G,N,FI,P,315
2010,"Russian Federation",Switzerland,RUS,CHE,G,R,RA,P,33
2010,"Russian Federation",Türkiye,RUS,TUR,U,N,FI,P,5
2010,"Russian Federation",Ukraine,RUS,UKR,G,A,AR,P,11
2010,"Russian Federation",Ukraine,RUS,UKR,G,N,FI,P,37
2010,"Russian Federation",Ukraine,RUS,UKR,U,N,FI,P,47
2010,Spain,Iceland,ESP,ISL,G,A,AR,P,5
2010,Spain,Iceland,ESP,ISL,G,N,FI,P,5
2010,Spain,Sweden,ESP,SWE,G,N,FI,P,5
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Albania,SRB,ALB,G,NR,FA,P,5
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Austria,SRB,AUT,G,NR,FA,P,972
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Belgium,SRB,BEL,G,N,FI,P,4545
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Belgium,SRB,BEL,G,N,RA,P,811
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Bosnia and Herzegovina",SRB,BIH,G,N,FA,P,18
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Cyprus,SRB,CYP,G,N,AR,P,61
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Cyprus,SRB,CYP,G,N,FI,P,11
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Czechia,SRB,CZE,G,N,AR,P,7
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Czechia,SRB,CZE,G,N,FI,P,9
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Denmark,SRB,DNK,G,N,FI,P,402
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Finland,SRB,FIN,G,N,FI,P,327
2010,"Serbia and Kosovo: S/RES/1244 (1999)",France,SRB,FRA,G,A,AR,P,3423
2010,"Serbia and Kosovo: S/RES/1244 (1999)",France,SRB,FRA,G,N,FI,P,5771
2010,"Serbia and Kosovo: S/RES/1244 (1999)",France,SRB,FRA,G,R,RA,P,309
2010,"Serbia and Kosovo: S/RES/1244 (1999)","United Kingdom of Great Britain and Northern Ireland",SRB,GBR,G,N,FI,P,35
2010,"Serbia and Kosovo: S/RES/1244 (1999)","United Kingdom of Great Britain and Northern Ireland",SRB,GBR,G,R,RA,P,9
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,SRB,DEU,G,N,NA,P,6592
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,SRB,DEU,G,N,RA,P,2406
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Greece,SRB,GRC,G,N,FI,P,11
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Croatia,SRB,HRV,G,N,AR,P,17
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Croatia,SRB,HRV,G,N,FI,P,10
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Hungary,SRB,HUN,G,N,FI,P,446
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Ireland,SRB,IRL,G,R,AR,P,21
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Ireland,SRB,IRL,G,N,FI,P,19
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Ireland,SRB,IRL,G,A,SP,P,18
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Italy,SRB,ITA,G,N,FI,P,795
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Liechtenstein,SRB,LIE,G,N,FA,P,6
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Luxembourg,SRB,LUX,G,N,FI,P,302
2010,"Serbia and Kosovo: S/RES/1244 (1999)","North Macedonia",SRB,MKD,G,N,FA,P,5
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Netherlands (Kingdom of the)",SRB,NLD,G,N,FI,P,106
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Netherlands (Kingdom of the)",SRB,NLD,G,R,RA,P,13
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Norway,SRB,NOR,G,N,AR,P,542
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Norway,SRB,NOR,G,N,FI,P,444
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Romania,SRB,ROU,G,NR,FA,P,11
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Russian Federation",SRB,RUS,G,N,FI,P,9
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Russian Federation",SRB,RUS,G,N,TA,P,5
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Spain,SRB,ESP,G,N,FI,P,7
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Slovakia,SRB,SVK,G,N,FI,P,10
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Slovenia,SRB,SVN,G,N,FI,P,33
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Sweden,SRB,SWE,G,N,FI,P,7910
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Sweden,SRB,SWE,G,N,JR,P,2630
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Switzerland,SRB,CHE,G,N,FI,P,1358
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Switzerland,SRB,CHE,G,R,RA,P,154
2010,Slovakia,Belgium,SVK,BEL,G,N,FI,P,39
2010,Slovakia,Belgium,SVK,BEL,G,N,RA,P,55
2010,Slovakia,Czechia,SVK,CZE,G,N,FI,P,6
2010,Slovakia,Finland,SVK,FIN,G,N,FI,P,5
2010,Slovakia,Germany,SVK,DEU,G,N,NA,P,5
2010,Slovakia,Germany,SVK,DEU,G,N,RA,P,8
2010,Sweden,Sweden,SWE,SWE,G,N,FI,P,5
2010,Türkiye,Armenia,TUR,ARM,G,N,FI,P,9
2010,Türkiye,Austria,TUR,AUT,G,NR,FA,P,369
2010,Türkiye,Belgium,TUR,BEL,G,N,FI,P,275
2010,Türkiye,Belgium,TUR,BEL,G,N,RA,P,38
2010,Türkiye,Bulgaria,TUR,BGR,G,N,FI,C,10
2010,Türkiye,Cyprus,TUR,CYP,G,N,AR,P,58
2010,Türkiye,Cyprus,TUR,CYP,G,N,FI,P,121
2010,Türkiye,Czechia,TUR,CZE,G,N,AR,P,34
2010,Türkiye,Czechia,TUR,CZE,G,N,FI,P,68
2010,Türkiye,Denmark,TUR,DNK,G,N,FI,P,51
2010,Türkiye,Finland,TUR,FIN,G,N,FI,P,117
2010,Türkiye,France,TUR,FRA,G,A,AR,P,1705
2010,Türkiye,France,TUR,FRA,G,N,FI,P,1415
2010,Türkiye,France,TUR,FRA,G,R,RA,P,559
2010,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,N,FI,P,176
2010,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,R,RA,P,7
2010,Türkiye,Germany,TUR,DEU,G,N,NA,P,1340
2010,Türkiye,Germany,TUR,DEU,G,N,RA,P,370
2010,Türkiye,Greece,TUR,GRC,G,A,AR,P,5
2010,Türkiye,Greece,TUR,GRC,G,N,FI,P,71
2010,Türkiye,Croatia,TUR,HRV,G,N,AR,P,5
2010,Türkiye,Croatia,TUR,HRV,G,N,FI,P,5
2010,Türkiye,Hungary,TUR,HUN,G,N,FI,P,59
2010,Türkiye,Ireland,TUR,IRL,G,A,SP,P,5
2010,Türkiye,Italy,TUR,ITA,G,N,FI,P,854
2010,Türkiye,Luxembourg,TUR,LUX,G,N,FI,P,18
2010,Türkiye,"Rep. of Moldova",TUR,MDA,G,NR,FA,P,5
2010,Türkiye,"Netherlands (Kingdom of the)",TUR,NLD,G,N,FI,P,92
2010,Türkiye,"Netherlands (Kingdom of the)",TUR,NLD,G,R,RA,P,12
2010,Türkiye,Norway,TUR,NOR,G,N,AR,P,74
2010,Türkiye,Norway,TUR,NOR,G,N,FI,P,74
2010,Türkiye,Poland,TUR,POL,G,N,FI,P,19
2010,Türkiye,Romania,TUR,ROU,G,NR,FA,P,70
2010,Türkiye,"Russian Federation",TUR,RUS,G,N,FI,P,6
2010,Türkiye,Spain,TUR,ESP,G,N,FI,P,19
2010,Türkiye,Slovakia,TUR,SVK,G,N,FI,P,9
2010,Türkiye,Slovenia,TUR,SVN,G,N,FI,P,32
2010,Türkiye,Sweden,TUR,SWE,G,N,FI,P,240
2010,Türkiye,Sweden,TUR,SWE,G,N,JR,P,153
2010,Türkiye,Switzerland,TUR,CHE,G,N,FI,P,462
2010,Türkiye,Switzerland,TUR,CHE,G,R,RA,P,68
2010,Türkiye,Ukraine,TUR,UKR,G,A,AR,P,6
2010,Türkiye,Ukraine,TUR,UKR,G,N,FI,P,7
2010,Ukraine,Austria,UKR,AUT,G,NR,FA,P,82
2010,Ukraine,Belgium,UKR,BEL,G,N,FI,P,53
2010,Ukraine,Belgium,UKR,BEL,G,N,RA,P,18
2010,Ukraine,Belarus,UKR,BLR,G,N,FI,P,5
2010,Ukraine,Bulgaria,UKR,BGR,G,N,FI,C,5
2010,Ukraine,Cyprus,UKR,CYP,G,N,AR,P,42
2010,Ukraine,Cyprus,UKR,CYP,G,N,FI,P,13
2010,Ukraine,Czechia,UKR,CZE,G,N,AR,P,78
2010,Ukraine,Czechia,UKR,CZE,G,N,FI,P,141
2010,Ukraine,Denmark,UKR,DNK,G,N,FI,P,6
2010,Ukraine,Finland,UKR,FIN,G,N,FI,P,10
2010,Ukraine,France,UKR,FRA,G,N,FI,P,84
2010,Ukraine,France,UKR,FRA,G,R,RA,P,7
2010,Ukraine,"United Kingdom of Great Britain and Northern Ireland",UKR,GBR,G,N,FI,P,53
2010,Ukraine,Georgia,UKR,GEO,G,NR,FA,P,5
2010,Ukraine,Germany,UKR,DEU,G,N,NA,P,62
2010,Ukraine,Germany,UKR,DEU,G,N,RA,P,9
2010,Ukraine,Greece,UKR,GRC,G,A,AR,P,5
2010,Ukraine,Greece,UKR,GRC,G,N,FI,P,48
2010,Ukraine,Hungary,UKR,HUN,G,N,FI,P,9
2010,Ukraine,Ireland,UKR,IRL,G,R,AR,P,11
2010,Ukraine,Ireland,UKR,IRL,G,N,FI,P,5
2010,Ukraine,Ireland,UKR,IRL,G,A,SP,P,10
2010,Ukraine,Italy,UKR,ITA,G,N,FI,P,21
2010,Ukraine,Luxembourg,UKR,LUX,G,N,FI,P,6
2010,Ukraine,"Rep. of Moldova",UKR,MDA,G,NR,FA,P,14
2010,Ukraine,"Netherlands (Kingdom of the)",UKR,NLD,G,N,FI,P,24
2010,Ukraine,"Netherlands (Kingdom of the)",UKR,NLD,G,R,RA,P,6
2010,Ukraine,Norway,UKR,NOR,G,N,AR,P,23
2010,Ukraine,Norway,UKR,NOR,G,N,FI,P,9
2010,Ukraine,Poland,UKR,POL,G,N,FI,P,45
2010,Ukraine,Romania,UKR,ROU,G,NR,FA,P,9
2010,Ukraine,"Russian Federation",UKR,RUS,G,N,FI,P,17
2010,Ukraine,"Russian Federation",UKR,RUS,G,N,TA,P,6
2010,Ukraine,Spain,UKR,ESP,G,N,FI,P,5
2010,Ukraine,Slovakia,UKR,SVK,G,N,FI,P,20
2010,Ukraine,Sweden,UKR,SWE,G,N,FI,P,118
2010,Ukraine,Sweden,UKR,SWE,G,N,JR,P,82
2010,Ukraine,Switzerland,UKR,CHE,G,N,FI,P,14
2010,Ukraine,Switzerland,UKR,CHE,G,R,RA,P,5
2011,Albania,Austria,ALB,AUT,G,NR,FA,P,17
2011,Albania,Belgium,ALB,BEL,G,N,FI,P,1152
2011,Albania,Belgium,ALB,BEL,G,R,RA,P,134
2011,Albania,Cyprus,ALB,CYP,G,N,FI,P,5
2011,Albania,Denmark,ALB,DNK,G,N,FI,P,5
2011,Albania,Finland,ALB,FIN,G,N,FI,P,11
2011,Albania,France,ALB,FRA,G,N,FI,P,477
2011,Albania,France,ALB,FRA,G,N,RA,P,30
2011,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,A,AR,C,104
2011,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,N,FI,P,439
2011,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,R,RA,P,26
2011,Albania,Germany,ALB,DEU,G,N,NA,P,78
2011,Albania,Germany,ALB,DEU,G,R,RA,P,9
2011,Albania,Greece,ALB,GRC,G,N,FI,P,276
2011,Albania,Ireland,ALB,IRL,G,A,AR,P,21
2011,Albania,Ireland,ALB,IRL,G,N,FI,P,35
2011,Albania,Ireland,ALB,IRL,G,SP,SP,P,19
2011,Albania,Italy,ALB,ITA,G,N,FI,P,47
2011,Albania,Luxembourg,ALB,LUX,G,N,FI,P,24
2011,Albania,Luxembourg,ALB,LUX,G,J,JR,P,5
2011,Albania,Luxembourg,ALB,LUX,G,N,RA,P,5
2011,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,N,FI,P,20
2011,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,R,RA,P,9
2011,Albania,Norway,ALB,NOR,G,N,AR,P,26
2011,Albania,Norway,ALB,NOR,G,N,FI,P,43
2011,Albania,Slovenia,ALB,SVN,G,R,FI,P,5
2011,Albania,Sweden,ALB,SWE,G,N,AR,P,122
2011,Albania,Sweden,ALB,SWE,G,N,FI,P,263
2011,Albania,Switzerland,ALB,CHE,G,N,FI,P,48
2011,Armenia,Austria,ARM,AUT,G,NR,FA,P,224
2011,Armenia,Azerbaijan,ARM,AZE,U,N,FI,P,5
2011,Armenia,Belgium,ARM,BEL,G,N,FI,P,556
2011,Armenia,Belgium,ARM,BEL,G,R,RA,P,446
2011,Armenia,Bulgaria,ARM,BGR,G,N,FA,P,37
2011,Armenia,Cyprus,ARM,CYP,G,A,AR,P,8
2011,Armenia,Cyprus,ARM,CYP,G,N,FI,P,8
2011,Armenia,Czechia,ARM,CZE,G,N,FI,P,11
2011,Armenia,Denmark,ARM,DNK,G,N,FI,P,36
2011,Armenia,Estonia,ARM,EST,G,N,FI,P,7
2011,Armenia,Finland,ARM,FIN,G,N,FI,P,11
2011,Armenia,France,ARM,FRA,G,N,FI,P,3639
2011,Armenia,France,ARM,FRA,G,N,RA,P,560
2011,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,A,AR,C,9
2011,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,N,FI,P,13
2011,Armenia,Germany,ARM,DEU,G,N,NA,P,335
2011,Armenia,Germany,ARM,DEU,G,R,RA,P,66
2011,Armenia,Greece,ARM,GRC,G,N,FI,P,52
2011,Armenia,Hungary,ARM,HUN,G,R,FI,P,12
2011,Armenia,Ireland,ARM,IRL,G,A,AR,P,10
2011,Armenia,Ireland,ARM,IRL,G,N,FI,P,8
2011,Armenia,Ireland,ARM,IRL,G,SP,SP,P,5
2011,Armenia,Italy,ARM,ITA,G,N,FI,P,36
2011,Armenia,Lithuania,ARM,LTU,G,N,FI,P,28
2011,Armenia,Latvia,ARM,LVA,G,N,FI,P,5
2011,Armenia,"Rep. of Moldova",ARM,MDA,G,NR,FA,P,7
2011,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,N,FI,P,471
2011,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,R,RA,P,110
2011,Armenia,Norway,ARM,NOR,G,N,AR,P,22
2011,Armenia,Norway,ARM,NOR,G,N,FI,P,15
2011,Armenia,Poland,ARM,POL,G,N,FI,P,168
2011,Armenia,Poland,ARM,POL,G,R,RA,P,48
2011,Armenia,Romania,ARM,ROU,G,R,FA,P,23
2011,Armenia,"Russian Federation",ARM,RUS,G,N,FI,P,6
2011,Armenia,Spain,ARM,ESP,G,N,FI,P,29
2011,Armenia,Slovakia,ARM,SVK,G,N,FI,C,10
2011,Armenia,Sweden,ARM,SWE,G,N,AR,P,228
2011,Armenia,Sweden,ARM,SWE,G,N,FI,P,262
2011,Armenia,Switzerland,ARM,CHE,G,N,FI,P,92
2011,Austria,Switzerland,AUT,CHE,G,N,FI,P,5
2011,Azerbaijan,Austria,AZE,AUT,G,NR,FA,P,89
2011,Azerbaijan,Belgium,AZE,BEL,G,N,FI,P,125
2011,Azerbaijan,Belgium,AZE,BEL,G,R,RA,P,41
2011,Azerbaijan,Belarus,AZE,BLR,G,N,FI,P,5
2011,Azerbaijan,Denmark,AZE,DNK,G,N,FI,P,31
2011,Azerbaijan,Finland,AZE,FIN,G,N,FI,P,10
2011,Azerbaijan,France,AZE,FRA,G,N,FI,P,737
2011,Azerbaijan,France,AZE,FRA,G,N,RA,P,104
2011,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,A,AR,C,5
2011,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,N,FI,P,23
2011,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,R,RA,P,5
2011,Azerbaijan,Germany,AZE,DEU,G,N,NA,P,646
2011,Azerbaijan,Germany,AZE,DEU,G,R,RA,P,80
2011,Azerbaijan,Croatia,AZE,HRV,G,N,FI,P,5
2011,Azerbaijan,Italy,AZE,ITA,G,N,FI,P,11
2011,Azerbaijan,Luxembourg,AZE,LUX,G,N,FI,P,11
2011,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,N,FI,P,115
2011,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,R,RA,P,30
2011,Azerbaijan,Norway,AZE,NOR,G,N,AR,P,51
2011,Azerbaijan,Norway,AZE,NOR,G,N,FI,P,53
2011,Azerbaijan,Romania,AZE,ROU,G,R,FA,P,5
2011,Azerbaijan,"Russian Federation",AZE,RUS,G,N,FI,P,8
2011,Azerbaijan,"Russian Federation",AZE,RUS,G,R,TA,P,8
2011,Azerbaijan,Spain,AZE,ESP,G,N,FI,P,7
2011,Azerbaijan,Sweden,AZE,SWE,G,N,AR,P,273
2011,Azerbaijan,Sweden,AZE,SWE,G,N,FI,P,389
2011,Azerbaijan,Switzerland,AZE,CHE,G,N,FI,P,23
2011,Azerbaijan,Türkiye,AZE,TUR,U,N,FI,P,5
2011,Azerbaijan,Ukraine,AZE,UKR,G,N,FA,P,12
2011,Azerbaijan,Ukraine,AZE,UKR,G,A,JR,C,5
2011,Belgium,Croatia,BEL,HRV,G,N,FI,P,5
2011,Belarus,Austria,BLR,AUT,G,NR,FA,P,38
2011,Belarus,Belgium,BLR,BEL,G,N,FI,P,83
2011,Belarus,Belgium,BLR,BEL,G,R,RA,P,18
2011,Belarus,Czechia,BLR,CZE,G,N,FI,P,71
2011,Belarus,Denmark,BLR,DNK,G,N,FI,P,23
2011,Belarus,Estonia,BLR,EST,G,N,FI,P,5
2011,Belarus,Finland,BLR,FIN,G,N,FI,P,83
2011,Belarus,France,BLR,FRA,G,N,FI,P,87
2011,Belarus,France,BLR,FRA,G,N,RA,P,11
2011,Belarus,"United Kingdom of Great Britain and Northern Ireland",BLR,GBR,G,A,AR,C,11
2011,Belarus,"United Kingdom of Great Britain and Northern Ireland",BLR,GBR,G,N,FI,P,37
2011,Belarus,Germany,BLR,DEU,G,N,NA,P,79
2011,Belarus,Germany,BLR,DEU,G,R,RA,P,18
2011,Belarus,Greece,BLR,GRC,G,N,FI,P,28
2011,Belarus,Iceland,BLR,ISL,G,N,FI,P,5
2011,Belarus,Italy,BLR,ITA,G,N,FI,P,5
2011,Belarus,Lithuania,BLR,LTU,G,N,FI,P,12
2011,Belarus,Luxembourg,BLR,LUX,G,N,FI,P,9
2011,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,N,FI,P,256
2011,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,R,RA,P,14
2011,Belarus,Norway,BLR,NOR,G,N,AR,P,20
2011,Belarus,Norway,BLR,NOR,G,N,FI,P,52
2011,Belarus,Poland,BLR,POL,G,N,FI,P,64
2011,Belarus,Poland,BLR,POL,G,R,RA,P,17
2011,Belarus,Portugal,BLR,PRT,G,N,FI,P,5
2011,Belarus,"Russian Federation",BLR,RUS,G,N,FI,P,14
2011,Belarus,Spain,BLR,ESP,G,N,FI,P,11
2011,Belarus,Sweden,BLR,SWE,G,N,AR,P,191
2011,Belarus,Sweden,BLR,SWE,G,N,FI,P,419
2011,Belarus,Switzerland,BLR,CHE,G,N,FI,P,105
2011,Belarus,Ukraine,BLR,UKR,G,A,JR,C,5
2011,"Bosnia and Herzegovina",Austria,BIH,AUT,G,NR,FA,P,64
2011,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,N,FI,P,488
2011,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,R,RA,P,26
2011,"Bosnia and Herzegovina",Cyprus,BIH,CYP,G,A,AR,P,8
2011,"Bosnia and Herzegovina",Denmark,BIH,DNK,G,N,FI,P,22
2011,"Bosnia and Herzegovina",Finland,BIH,FIN,G,N,FI,P,17
2011,"Bosnia and Herzegovina",France,BIH,FRA,G,N,FI,P,235
2011,"Bosnia and Herzegovina",France,BIH,FRA,G,N,RA,P,14
2011,"Bosnia and Herzegovina","United Kingdom of Great Britain and Northern Ireland",BIH,GBR,G,N,FI,P,6
2011,"Bosnia and Herzegovina",Germany,BIH,DEU,G,N,NA,P,305
2011,"Bosnia and Herzegovina",Germany,BIH,DEU,G,R,RA,P,102
2011,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,N,AR,P,5
2011,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,N,FI,P,5
2011,"Bosnia and Herzegovina",Italy,BIH,ITA,G,N,FI,P,285
2011,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,FI,P,38
2011,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,J,JR,P,7
2011,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,RA,P,13
2011,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",BIH,NLD,G,N,FI,P,25
2011,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",BIH,NLD,G,R,RA,P,5
2011,"Bosnia and Herzegovina",Norway,BIH,NOR,G,N,AR,P,19
2011,"Bosnia and Herzegovina",Norway,BIH,NOR,G,N,FI,P,33
2011,"Bosnia and Herzegovina",Portugal,BIH,PRT,G,N,FI,P,6
2011,"Bosnia and Herzegovina",Slovenia,BIH,SVN,G,R,FI,P,9
2011,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,N,AR,P,242
2011,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,N,FI,P,981
2011,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,N,FI,P,201
2011,Bulgaria,Belgium,BGR,BEL,G,N,FI,P,70
2011,Bulgaria,Belgium,BGR,BEL,G,R,RA,P,34
2011,Bulgaria,Denmark,BGR,DNK,G,N,FI,P,19
2011,Bulgaria,Finland,BGR,FIN,G,N,FI,P,48
2011,Bulgaria,France,BGR,FRA,G,N,FI,P,11
2011,Bulgaria,Germany,BGR,DEU,G,N,NA,P,14
2011,Bulgaria,Germany,BGR,DEU,G,R,RA,P,12
2011,Bulgaria,Norway,BGR,NOR,G,N,AR,P,5
2011,Bulgaria,Norway,BGR,NOR,G,N,FI,P,5
2011,Bulgaria,Sweden,BGR,SWE,G,N,FI,P,6
2011,Bulgaria,Switzerland,BGR,CHE,G,N,FI,P,127
2011,Czechia,Belgium,CZE,BEL,G,N,FI,P,32
2011,Czechia,Belgium,CZE,BEL,G,R,RA,P,5
2011,Czechia,Norway,CZE,NOR,G,N,AR,P,5
2011,Czechia,Norway,CZE,NOR,G,N,FI,P,8
2011,Czechia,Sweden,CZE,SWE,G,N,FI,P,6
2011,Czechia,Switzerland,CZE,CHE,G,N,FI,P,7
2011,Estonia,Germany,EST,DEU,G,R,RA,P,9
2011,Estonia,Sweden,EST,SWE,G,N,FI,P,14
2011,France,Belgium,FRA,BEL,G,N,FI,P,5
2011,France,Belgium,FRA,BEL,G,R,RA,P,5
2011,"United Kingdom of Great Britain and Northern Ireland",Denmark,GBR,DNK,G,N,FI,P,5
2011,Georgia,Austria,GEO,AUT,G,NR,FA,P,261
2011,Georgia,Belgium,GEO,BEL,G,N,FI,P,347
2011,Georgia,Belgium,GEO,BEL,G,R,RA,P,64
2011,Georgia,Belarus,GEO,BLR,G,A,AR,P,10
2011,Georgia,Belarus,GEO,BLR,G,N,FI,P,18
2011,Georgia,Bulgaria,GEO,BGR,G,N,FA,P,7
2011,Georgia,Cyprus,GEO,CYP,G,A,AR,P,20
2011,Georgia,Cyprus,GEO,CYP,G,N,FI,P,17
2011,Georgia,Czechia,GEO,CZE,G,N,FI,P,17
2011,Georgia,Denmark,GEO,DNK,G,N,FI,P,19
2011,Georgia,Estonia,GEO,EST,G,N,FI,P,6
2011,Georgia,Finland,GEO,FIN,G,N,FI,P,70
2011,Georgia,France,GEO,FRA,G,N,FI,P,1645
2011,Georgia,France,GEO,FRA,G,N,RA,P,92
2011,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,A,AR,C,22
2011,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,N,FI,P,41
2011,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,R,RA,P,5
2011,Georgia,Germany,GEO,DEU,G,N,NA,P,471
2011,Georgia,Germany,GEO,DEU,G,R,RA,P,56
2011,Georgia,Greece,GEO,GRC,G,N,FI,P,1121
2011,Georgia,Hungary,GEO,HUN,G,R,FI,P,21
2011,Georgia,Iceland,GEO,ISL,G,N,FI,P,5
2011,Georgia,Ireland,GEO,IRL,G,A,AR,P,16
2011,Georgia,Ireland,GEO,IRL,G,N,FI,P,18
2011,Georgia,Ireland,GEO,IRL,G,SP,SP,P,26
2011,Georgia,Italy,GEO,ITA,G,N,FI,P,29
2011,Georgia,Lithuania,GEO,LTU,G,N,FI,P,202
2011,Georgia,Luxembourg,GEO,LUX,G,N,FI,P,16
2011,Georgia,Latvia,GEO,LVA,G,N,FI,P,176
2011,Georgia,"Rep. of Moldova",GEO,MDA,G,NR,FA,P,5
2011,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,N,FI,P,189
2011,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,R,RA,P,44
2011,Georgia,Norway,GEO,NOR,G,N,AR,P,44
2011,Georgia,Norway,GEO,NOR,G,N,FI,P,49
